date,AhAkku,AhLad,AhEla,AhStep,Energie,WhStep,Spannung,Strom,Temp7
04-01-2013 17:44,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:44,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:45,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:45,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:45,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:45,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:45,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:45,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:46,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:46,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:46,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:46,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:46,0,0,0,0,0,0,3.63012022,0,25.4375
04-01-2013 17:46,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:47,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:47,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:47,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:47,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:47,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:47,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:48,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:48,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:48,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:48,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:48,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:48,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:49,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:49,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:49,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:49,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:49,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:49,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:50,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:50,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:50,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:50,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:50,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:50,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:51,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:51,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:51,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:51,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:51,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:51,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:52,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:52,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:52,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:52,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:52,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:52,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:53,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:53,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:53,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:53,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:53,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:53,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:54,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:54,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:54,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:54,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:54,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 17:54,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:55,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:55,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:55,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:55,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:55,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:55,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:56,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:56,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:56,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:56,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:56,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:56,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:57,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:57,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:57,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:57,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:57,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:57,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:58,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:58,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:58,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:58,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 17:58,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:58,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 17:59,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 17:59,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:59,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:59,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 17:59,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 17:59,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 18:00,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:00,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:00,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:00,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:00,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:00,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 18:01,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:01,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:01,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:01,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:01,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:01,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:02,0,0,0,0,0,0,3.629394341,0,25.4375
